user_id,age,gender,city_tier,device_os,platform,income_band,activity_segment,interest_1,interest_2,interest_3,country,signup_days_ago,is_premium
u_01002,33,F,tier_2,Windows,desktop_web,mid,active,insurance,luxury,coffee,RU,615,0
u_01003,33,F,tier_1,Android,mobile_app,mid,power,appliances,hotels,healthy,RU,33,0
u_01004,25,F,tier_3,Android,mobile_app,low,power,design,insurance,gaming,RU,556,0
u_01005,18,F,tier_1,Android,mobile_app,high,active,coffee,insurance,investing,RU,655,0
u_01006,24,M,tier_1,iOS,mobile_app,mid,active,language,flights,coffee,RU,689,1
u_01007,33,M,tier_2,Android,mobile_app,low,power,outdoor,garden,flights,RU,647,0
u_01008,20,F,tier_3,Windows,desktop_web,mid,new,cards,insurance,audio,RU,922,1
u_01009,35,U,tier_2,Windows,desktop_web,mid,power,sportswear,loans,fitness,RU,109,0
u_01010,39,M,tier_1,macOS,desktop_web,low,active,sportswear,school,luxury,RU,609,0
u_01011,57,F,tier_3,Android,mobile_app,mid,active,gaming,insurance,decor,RU,822,0
u_01012,38,F,tier_1,Android,mobile_web,low,active,repair,language,coffee,RU,710,0
u_01013,21,M,tier_1,iOS,mobile_app,low,casual,repair,fitness,cards,RU,982,1
u_01014,50,M,tier_2,Android,mobile_app,mid,active,design,appliances,coding,RU,371,0
u_01015,22,M,tier_1,macOS,desktop_web,low,casual,investing,business,accessories,RU,757,0
u_01016,32,F,tier_1,Android,mobile_app,low,new,decor,sportswear,fitness,RU,103,0
u_01017,32,U,tier_1,Android,mobile_app,mid,active,business,football,design,RU,92,1
u_01018,29,F,tier_1,Android,mobile_app,high,new,insurance,furniture,music,RU,219,0
u_01019,46,M,tier_3,iOS,mobile_app,high,new,snacks,luxury,decor,RU,181,0
u_01020,18,F,tier_2,macOS,desktop_web,high,active,investing,books,snacks,RU,775,0
u_01021,43,F,tier_1,Android,mobile_app,high,power,books,fitness,cards,RU,664,0
u_01022,26,F,tier_1,Android,mobile_web,mid,power,delivery,coffee,language,RU,328,0
u_01023,18,F,tier_1,Android,mobile_app,high,casual,running,coding,healthy,RU,675,0
u_01024,32,F,tier_1,Android,mobile_web,mid,active,laptops,cards,garden,RU,48,0
u_01025,45,F,tier_2,iOS,mobile_app,mid,power,running,wallets,furniture,RU,1082,0
u_01026,32,M,tier_3,Android,mobile_web,low,casual,streaming,healthy,cards,RU,1039,1
u_01027,40,M,tier_1,Android,mobile_app,mid,casual,flights,coffee,design,RU,263,0
u_01028,44,M,tier_2,Android,mobile_web,low,casual,wearables,smartphones,music,RU,532,1
u_01029,19,F,tier_3,macOS,desktop_web,high,new,coding,hotels,streaming,RU,861,0
u_01030,35,F,tier_2,macOS,desktop_web,mid,casual,cinema,gaming,insurance,RU,571,0
u_01031,44,F,tier_2,iOS,mobile_app,high,active,business,school,luxury,RU,693,1
u_01032,18,F,tier_2,Android,mobile_web,mid,casual,cycling,loans,accessories,RU,983,0
u_01033,24,F,tier_1,iOS,mobile_app,low,power,makeup,books,flights,RU,430,0
u_01034,30,M,tier_2,Android,mobile_app,low,casual,audio,books,shoes,RU,421,1
u_01035,38,M,tier_1,Android,mobile_app,mid,power,delivery,decor,fitness,RU,162,0
u_01036,39,F,tier_2,iOS,mobile_web,low,active,wallets,hotels,fitness,RU,315,0
u_01037,30,F,tier_2,iOS,mobile_app,mid,active,fragrance,language,skincare,RU,903,0
u_01038,27,M,tier_1,iOS,mobile_web,mid,casual,makeup,running,delivery,RU,543,0
u_01039,37,F,tier_2,Android,mobile_app,low,casual,snacks,restaurants,accessories,RU,1043,0
u_01040,39,F,tier_2,Android,mobile_app,mid,power,smartphones,music,fragrance,RU,74,0
u_01041,42,F,tier_1,iOS,mobile_app,high,active,weekend_trips,furniture,wellness,RU,321,0
u_01042,18,F,tier_1,Windows,desktop_web,mid,active,flights,hotels,music,RU,288,0
u_01043,18,F,tier_3,Android,mobile_app,low,power,weekend_trips,furniture,sportswear,RU,134,0
u_01044,26,F,tier_3,macOS,desktop_web,low,casual,snacks,restaurants,flights,RU,217,0
u_01045,18,F,tier_2,Android,mobile_web,mid,active,healthy,skincare,luxury,RU,911,0
u_01046,33,F,tier_1,Android,mobile_app,mid,new,school,luxury,cinema,RU,635,0
u_01047,45,F,tier_1,Windows,desktop_web,mid,casual,smartphones,hotels,books,RU,336,0
u_01048,38,M,tier_2,Android,mobile_app,mid,active,hotels,wellness,flights,RU,152,0
u_01049,36,F,tier_2,Android,mobile_app,mid,casual,smartphones,cards,haircare,RU,231,0
u_01050,58,M,tier_1,Android,mobile_app,high,casual,fitness,football,wellness,RU,950,0
u_01051,43,M,tier_1,Android,mobile_app,mid,active,skincare,casual,football,RU,715,0
u_01052,37,F,tier_2,iOS,mobile_app,mid,active,delivery,garden,cycling,RU,76,1
u_01053,45,U,tier_3,Android,mobile_web,mid,casual,hotels,skincare,car_rental,RU,566,0
u_01054,28,M,tier_2,Windows,desktop_web,mid,casual,decor,language,books,RU,797,0
u_01055,45,F,tier_1,macOS,desktop_web,mid,active,design,events,weekend_trips,RU,2,1
u_01056,61,F,tier_1,Android,mobile_app,mid,casual,wallets,cards,furniture,RU,73,0
u_01057,24,M,tier_1,Android,mobile_web,low,casual,cards,cinema,skincare,RU,83,0
u_01058,29,F,tier_3,macOS,desktop_web,mid,casual,streaming,makeup,flights,RU,98,0
u_01059,27,F,tier_1,iOS,mobile_app,low,casual,insurance,luxury,skincare,RU,596,1
u_01060,18,F,tier_1,Windows,desktop_web,mid,casual,accessories,appliances,car_rental,RU,934,0
u_01061,28,F,tier_1,Android,mobile_app,mid,active,insurance,outdoor,laptops,RU,841,1
u_01062,27,F,tier_3,Android,mobile_web,high,casual,events,business,music,RU,467,0
u_01063,54,M,tier_2,Android,mobile_app,mid,active,hotels,repair,music,RU,31,0
u_01064,47,M,tier_2,Android,mobile_web,mid,active,gaming,haircare,insurance,RU,548,1
u_01065,35,M,tier_1,Android,mobile_web,mid,casual,decor,loans,fitness,RU,626,1
u_01066,36,M,tier_1,Android,mobile_app,low,active,sportswear,decor,design,RU,909,0
u_01067,48,U,tier_2,Windows,desktop_web,mid,casual,business,music,accessories,RU,108,0
u_01068,38,M,tier_2,Android,mobile_app,mid,active,school,laptops,language,RU,970,0
u_01069,37,M,tier_3,iOS,mobile_app,mid,casual,restaurants,appliances,football,RU,835,0
u_01070,37,F,tier_2,iOS,mobile_web,high,power,streaming,decor,accessories,RU,289,0
u_01071,57,M,tier_1,iOS,mobile_app,high,new,shoes,wellness,investing,RU,383,0
u_01072,37,M,tier_1,Android,mobile_app,mid,casual,weekend_trips,restaurants,snacks,RU,571,0
u_01073,46,M,tier_3,macOS,desktop_web,low,power,laptops,business,music,RU,762,0
u_01074,33,M,tier_1,Android,mobile_app,mid,active,luxury,sportswear,coffee,RU,335,0
u_01075,18,F,tier_2,iOS,mobile_app,high,active,investing,music,cards,RU,45,0
u_01076,18,M,tier_1,Android,mobile_app,mid,power,laptops,smartphones,wallets,RU,165,0
u_01077,49,M,tier_3,Android,mobile_web,high,casual,running,car_rental,restaurants,RU,629,0
u_01078,43,M,tier_2,Android,mobile_app,high,casual,running,cards,audio,RU,147,1
u_01079,23,M,tier_2,iOS,mobile_app,mid,active,gaming,repair,snacks,RU,108,0
u_01080,35,F,tier_1,Android,mobile_app,low,power,accessories,music,cycling,RU,260,0
u_01081,32,F,tier_1,iOS,mobile_app,mid,active,hotels,garden,cards,RU,125,1
u_01082,33,M,tier_1,Android,mobile_web,low,casual,wellness,wallets,books,RU,52,0
u_01083,63,F,tier_1,iOS,mobile_web,low,power,luxury,skincare,design,RU,295,0
u_01084,44,F,tier_2,iOS,mobile_app,mid,casual,skincare,hotels,shoes,RU,50,0
u_01085,42,F,tier_3,Android,mobile_app,mid,active,decor,healthy,shoes,RU,930,0
u_01086,30,M,tier_3,Android,mobile_app,low,casual,garden,casual,flights,RU,648,0
u_01087,18,M,tier_2,Android,mobile_web,mid,active,decor,weekend_trips,books,RU,614,0
u_01088,41,M,tier_1,iOS,mobile_web,high,active,wallets,fitness,gaming,RU,12,0
u_01089,22,U,tier_1,Android,mobile_web,low,casual,smartphones,decor,skincare,RU,1063,0
u_01090,25,M,tier_2,Windows,desktop_web,mid,casual,snacks,design,garden,RU,282,0
u_01091,49,M,tier_2,Android,mobile_app,mid,power,coffee,hotels,loans,RU,428,0
u_01092,40,F,tier_2,Android,mobile_app,mid,active,wearables,insurance,school,RU,608,0
u_01093,39,U,tier_1,Android,mobile_app,low,active,insurance,shoes,investing,RU,757,0
u_01094,35,M,tier_3,iOS,mobile_web,mid,casual,haircare,healthy,accessories,RU,824,0
u_01095,19,M,tier_1,Android,mobile_app,mid,casual,fragrance,gaming,wellness,RU,223,0
u_01096,34,M,tier_3,Android,mobile_app,low,casual,fitness,garden,restaurants,RU,271,0
u_01097,36,F,tier_1,macOS,desktop_web,mid,power,weekend_trips,gaming,language,RU,955,0
u_01098,50,F,tier_3,Windows,desktop_web,mid,new,car_rental,smartphones,wearables,RU,361,0
u_01099,50,F,tier_1,macOS,desktop_web,mid,power,gaming,books,coding,RU,995,1
u_01100,29,F,tier_1,macOS,desktop_web,high,power,language,delivery,running,RU,1067,0
u_01101,38,F,tier_1,Android,mobile_app,high,new,language,luxury,cinema,RU,1005,0
u_01102,49,U,tier_1,Android,mobile_app,mid,new,luxury,fragrance,car_rental,RU,533,0
u_01103,45,F,tier_2,Android,mobile_app,high,active,garden,design,accessories,RU,1069,1
u_01104,23,U,tier_3,Android,mobile_app,high,casual,hotels,luxury,fitness,RU,578,0
u_01105,41,F,tier_3,Android,mobile_web,mid,casual,casual,sportswear,cinema,RU,835,0
u_01106,30,F,tier_1,Windows,desktop_web,mid,active,school,coding,gaming,RU,136,0
u_01107,31,F,tier_1,Android,mobile_app,low,active,coding,cycling,hotels,RU,917,0
u_01108,29,M,tier_1,Windows,desktop_web,low,casual,appliances,school,cycling,RU,107,0
u_01109,18,U,tier_3,Android,mobile_app,mid,active,cycling,wallets,audio,RU,117,0
u_01110,25,F,tier_2,macOS,desktop_web,mid,new,books,flights,insurance,RU,76,0
u_01111,33,F,tier_2,Windows,desktop_web,mid,new,running,business,design,RU,287,0
u_01112,29,F,tier_3,Windows,desktop_web,mid,active,cycling,laptops,snacks,RU,829,0
u_01113,41,M,tier_3,iOS,mobile_web,high,active,hotels,investing,football,RU,962,0
u_01114,27,U,tier_1,Android,mobile_app,mid,power,hotels,events,delivery,RU,642,0
u_01115,40,F,tier_2,Android,mobile_app,mid,active,makeup,sportswear,loans,RU,209,0
u_01116,18,F,tier_3,macOS,desktop_web,mid,casual,cinema,sportswear,fitness,RU,1047,0
u_01117,40,F,tier_2,Windows,desktop_web,low,power,makeup,investing,loans,RU,452,0
u_01118,32,F,tier_2,macOS,desktop_web,mid,new,appliances,car_rental,haircare,RU,479,0
u_01119,18,F,tier_2,Android,mobile_app,mid,casual,sportswear,streaming,repair,RU,546,0
u_01120,18,F,tier_3,iOS,mobile_app,mid,new,wallets,casual,music,RU,176,0
u_01121,36,F,tier_1,Android,mobile_app,high,casual,audio,flights,furniture,RU,370,1
u_01122,20,U,tier_1,Android,mobile_app,low,power,business,running,snacks,RU,527,1
u_01123,28,M,tier_3,Windows,desktop_web,mid,casual,furniture,decor,healthy,RU,528,0
u_01124,25,F,tier_2,Android,mobile_web,high,active,streaming,insurance,hotels,RU,443,0
u_01125,39,M,tier_3,Android,mobile_app,low,active,cards,outdoor,flights,RU,378,0
u_01126,43,F,tier_1,macOS,desktop_web,high,active,wellness,cards,casual,RU,720,0
u_01127,36,F,tier_2,Android,mobile_app,mid,power,design,weekend_trips,decor,RU,313,0
u_01128,23,M,tier_1,Android,mobile_app,high,new,business,furniture,running,RU,865,1
u_01129,18,M,tier_3,iOS,mobile_app,low,active,decor,hotels,cinema,RU,115,1
u_01130,29,F,tier_1,Windows,desktop_web,low,casual,cycling,business,car_rental,RU,299,0
u_01131,18,F,tier_1,Android,mobile_web,high,new,wellness,football,appliances,RU,607,0
u_01132,23,M,tier_2,Android,mobile_app,low,power,garden,wearables,fragrance,RU,743,0
u_01133,50,M,tier_1,macOS,desktop_web,mid,power,coffee,laptops,running,RU,200,0
u_01134,18,F,tier_1,iOS,mobile_app,mid,active,coding,wallets,outdoor,RU,243,0
u_01135,45,F,tier_1,Android,mobile_app,mid,casual,sportswear,coffee,hotels,RU,416,0
u_01136,24,M,tier_3,Android,mobile_app,mid,active,laptops,repair,gaming,RU,650,0
u_01137,26,M,tier_1,iOS,mobile_web,mid,new,wallets,car_rental,laptops,RU,796,0
u_01138,18,F,tier_1,iOS,mobile_app,mid,casual,wellness,snacks,investing,RU,489,1
u_01139,18,F,tier_1,Android,mobile_app,mid,active,events,coffee,haircare,RU,405,1
u_01140,50,F,tier_1,iOS,mobile_app,high,power,car_rental,insurance,casual,RU,569,0
u_01141,28,M,tier_2,macOS,desktop_web,mid,active,garden,loans,design,RU,857,0
u_01142,45,F,tier_1,Android,mobile_app,mid,casual,insurance,accessories,flights,RU,157,0
u_01143,56,F,tier_2,iOS,mobile_app,high,casual,cycling,streaming,books,RU,1006,0
u_01144,32,M,tier_2,Android,mobile_app,mid,active,wellness,fragrance,language,RU,1033,0
u_01145,53,F,tier_1,iOS,mobile_web,mid,active,language,school,wallets,RU,1034,1
u_01146,44,M,tier_1,Android,mobile_app,mid,power,events,insurance,football,RU,116,0
u_01147,21,F,tier_1,macOS,desktop_web,mid,active,decor,wellness,coffee,RU,936,0
u_01148,30,F,tier_2,iOS,mobile_app,low,power,gaming,football,school,RU,420,0
u_01149,22,F,tier_1,Android,mobile_app,high,new,coffee,restaurants,streaming,RU,628,0
u_01150,18,F,tier_2,Android,mobile_app,low,casual,outdoor,luxury,insurance,RU,122,1
u_01151,22,M,tier_3,Windows,desktop_web,high,power,restaurants,insurance,language,RU,205,1
u_01152,43,M,tier_1,Android,mobile_web,mid,active,fitness,car_rental,snacks,RU,440,0
u_01153,31,F,tier_3,Android,mobile_app,high,casual,healthy,events,makeup,RU,1020,0
u_01154,39,M,tier_2,iOS,mobile_web,low,active,wearables,fitness,luxury,RU,967,1
u_01155,22,F,tier_2,iOS,mobile_app,high,casual,football,streaming,outdoor,RU,703,0
u_01156,42,F,tier_1,Android,mobile_app,low,active,healthy,sportswear,furniture,RU,232,0
u_01157,61,M,tier_2,iOS,mobile_app,low,new,wallets,coffee,sportswear,RU,217,0
u_01158,27,F,tier_1,Android,mobile_app,low,active,audio,cycling,haircare,RU,38,0
u_01159,41,M,tier_1,Android,mobile_app,high,casual,hotels,coffee,investing,RU,545,0
u_01160,27,F,tier_1,Android,mobile_web,mid,casual,fitness,healthy,loans,RU,908,0
u_01161,28,M,tier_3,iOS,mobile_app,mid,active,accessories,furniture,cards,RU,656,1
u_01162,23,F,tier_1,Android,mobile_app,low,power,insurance,audio,accessories,RU,1029,0
u_01163,28,F,tier_1,iOS,mobile_app,mid,active,restaurants,books,fitness,RU,854,1
u_01164,43,F,tier_1,Windows,desktop_web,mid,active,wallets,insurance,football,RU,703,0
u_01165,26,M,tier_2,Android,mobile_app,mid,power,design,skincare,accessories,RU,955,0
u_01166,18,F,tier_1,Android,mobile_web,high,casual,hotels,delivery,insurance,RU,131,0
u_01167,19,M,tier_1,iOS,mobile_app,high,power,language,shoes,fitness,RU,347,0
u_01168,31,U,tier_1,Android,mobile_web,mid,casual,insurance,loans,cards,RU,916,0
u_01169,19,M,tier_2,Android,mobile_app,mid,power,cinema,cycling,garden,RU,1001,0
u_01170,24,M,tier_3,Windows,desktop_web,mid,casual,language,accessories,skincare,RU,601,1
u_01171,28,F,tier_1,Windows,desktop_web,mid,active,gaming,healthy,snacks,RU,436,0
u_01172,40,F,tier_2,macOS,desktop_web,mid,power,laptops,outdoor,snacks,RU,617,0
u_01173,33,F,tier_1,Android,mobile_app,low,casual,healthy,accessories,coding,RU,320,0
u_01174,28,M,tier_2,Windows,desktop_web,mid,active,books,garden,fragrance,RU,998,0
u_01175,36,F,tier_2,Windows,desktop_web,low,new,gaming,loans,sportswear,RU,55,0
u_01176,23,F,tier_1,iOS,mobile_app,high,casual,cards,appliances,business,RU,988,0
u_01177,33,F,tier_1,iOS,mobile_app,high,casual,coding,luxury,wellness,RU,589,0
u_01178,35,M,tier_2,Android,mobile_app,mid,active,flights,luxury,cycling,RU,679,0
u_01179,41,F,tier_1,iOS,mobile_web,mid,casual,events,laptops,appliances,RU,577,0
u_01180,52,F,tier_3,Android,mobile_app,high,power,cycling,decor,investing,RU,19,0
u_01181,23,U,tier_3,iOS,mobile_app,mid,casual,accessories,luxury,cycling,RU,192,0
u_01182,32,F,tier_1,Windows,desktop_web,mid,casual,makeup,laptops,garden,RU,855,0
u_01183,31,M,tier_1,Windows,desktop_web,low,casual,fragrance,laptops,makeup,RU,883,0
u_01184,34,M,tier_2,Android,mobile_app,high,casual,weekend_trips,music,books,RU,558,0
u_01185,42,F,tier_1,iOS,mobile_web,high,new,decor,laptops,car_rental,RU,569,0
u_01186,32,F,tier_1,iOS,mobile_app,mid,casual,haircare,school,coding,RU,372,0
u_01187,41,M,tier_1,Android,mobile_app,mid,new,business,cycling,sportswear,RU,487,0
u_01188,41,F,tier_3,Windows,desktop_web,low,new,books,casual,flights,RU,190,1
u_01189,24,M,tier_1,Windows,desktop_web,mid,power,smartphones,cinema,music,RU,602,0
u_01190,57,F,tier_2,iOS,mobile_app,high,casual,loans,cycling,casual,RU,595,0
u_01191,31,M,tier_1,macOS,desktop_web,high,casual,streaming,sportswear,smartphones,RU,830,0
u_01192,26,F,tier_1,Android,mobile_app,mid,casual,healthy,streaming,makeup,RU,1040,0
u_01193,46,M,tier_1,Android,mobile_web,low,casual,smartphones,sportswear,coffee,RU,1086,0
u_01194,35,M,tier_3,Android,mobile_app,low,active,healthy,coffee,cards,RU,28,0
u_01195,44,M,tier_1,Windows,desktop_web,mid,casual,fitness,insurance,snacks,RU,955,0
u_01196,46,F,tier_2,Android,mobile_app,high,casual,books,delivery,wearables,RU,34,1
u_01197,43,F,tier_3,iOS,mobile_web,mid,active,streaming,business,smartphones,RU,127,0
u_01198,36,F,tier_1,Windows,desktop_web,high,active,repair,football,wearables,RU,817,0
u_01199,42,F,tier_1,Android,mobile_web,mid,casual,makeup,cards,wellness,RU,354,0
u_01200,26,M,tier_2,iOS,mobile_app,mid,casual,language,design,business,RU,434,1
u_01201,51,F,tier_1,macOS,desktop_web,high,active,wallets,fitness,accessories,RU,502,0
u_01202,41,M,tier_2,Android,mobile_app,mid,casual,casual,laptops,language,RU,717,0
u_01203,34,M,tier_1,Android,mobile_app,high,power,weekend_trips,restaurants,healthy,RU,721,0
u_01204,33,F,tier_1,macOS,desktop_web,low,power,gaming,investing,casual,RU,610,1
u_01205,48,M,tier_2,Android,mobile_app,high,active,coding,makeup,smartphones,RU,405,0
u_01206,18,F,tier_1,Android,mobile_app,mid,active,fragrance,insurance,loans,RU,597,0
u_01207,30,F,tier_3,Android,mobile_web,low,casual,coding,flights,snacks,RU,877,0
u_01208,30,F,tier_3,macOS,desktop_web,mid,power,skincare,weekend_trips,furniture,RU,940,0
u_01209,18,F,tier_2,macOS,desktop_web,high,active,decor,restaurants,streaming,RU,389,0
u_01210,40,M,tier_3,Android,mobile_app,low,active,casual,wallets,books,RU,84,1
u_01211,32,M,tier_2,Android,mobile_web,high,active,wearables,business,wallets,RU,659,0
u_01212,44,F,tier_1,iOS,mobile_web,low,casual,fitness,smartphones,cards,RU,488,0
u_01213,27,F,tier_2,Windows,desktop_web,high,casual,cards,repair,wellness,RU,219,0
u_01214,38,F,tier_1,macOS,desktop_web,mid,casual,gaming,music,healthy,RU,494,0
u_01215,35,F,tier_1,Android,mobile_app,high,casual,snacks,accessories,insurance,RU,698,1
u_01216,31,F,tier_2,iOS,mobile_app,high,new,fitness,wallets,furniture,RU,978,1
u_01217,44,M,tier_1,macOS,desktop_web,mid,casual,repair,design,insurance,RU,802,1
u_01218,18,M,tier_3,iOS,mobile_web,mid,casual,cards,cinema,wallets,RU,1000,0
u_01219,39,F,tier_2,Android,mobile_app,high,new,insurance,cards,decor,RU,1025,0
u_01220,38,M,tier_2,Android,mobile_app,mid,power,shoes,accessories,casual,RU,1032,0
u_01221,37,U,tier_1,Windows,desktop_web,high,casual,coding,loans,books,RU,916,1
u_01222,41,M,tier_1,Android,mobile_web,mid,active,sportswear,snacks,business,RU,731,1
u_01223,32,F,tier_3,Android,mobile_app,mid,new,running,outdoor,restaurants,RU,537,0
u_01224,29,M,tier_2,macOS,desktop_web,high,new,cards,wallets,books,RU,35,0
u_01225,55,M,tier_2,Android,mobile_app,mid,casual,wearables,audio,healthy,RU,880,0
u_01226,38,M,tier_2,iOS,mobile_app,mid,casual,delivery,language,snacks,RU,255,1
u_01227,18,M,tier_2,Android,mobile_app,mid,casual,healthy,books,repair,RU,332,0
u_01228,28,M,tier_3,Android,mobile_app,mid,casual,running,cycling,haircare,RU,970,0
u_01229,18,M,tier_1,Android,mobile_app,high,casual,books,decor,music,RU,341,0
u_01230,28,F,tier_2,Windows,desktop_web,high,casual,gaming,running,fitness,RU,846,0
u_01231,18,F,tier_3,iOS,mobile_app,low,active,loans,snacks,makeup,RU,328,0
u_01232,48,M,tier_1,macOS,desktop_web,mid,casual,makeup,skincare,furniture,RU,217,0
u_01233,49,F,tier_2,macOS,desktop_web,low,new,smartphones,laptops,garden,RU,1000,1
u_01234,33,M,tier_1,iOS,mobile_app,mid,power,casual,gaming,insurance,RU,987,0
u_01235,47,M,tier_1,Windows,desktop_web,low,casual,laptops,car_rental,events,RU,384,1
u_01236,45,M,tier_1,Android,mobile_web,high,power,luxury,fitness,music,RU,250,0
u_01237,22,F,tier_3,macOS,desktop_web,low,new,cinema,flights,design,RU,164,0
u_01238,37,F,tier_2,Android,mobile_app,mid,active,accessories,snacks,wearables,RU,463,0
u_01239,18,M,tier_1,Android,mobile_app,low,new,audio,cycling,wearables,RU,66,0
u_01240,58,F,tier_2,Android,mobile_app,low,active,healthy,flights,outdoor,RU,316,0
u_01241,40,M,tier_2,Windows,desktop_web,high,casual,outdoor,makeup,restaurants,RU,645,0
u_01242,35,F,tier_1,iOS,mobile_app,high,active,insurance,cycling,cinema,RU,544,0
u_01243,32,M,tier_2,Android,mobile_app,mid,casual,investing,events,insurance,RU,765,1
u_01244,24,F,tier_3,Android,mobile_app,high,new,hotels,shoes,loans,RU,570,0
u_01245,22,F,tier_2,Android,mobile_app,high,casual,fitness,accessories,repair,RU,673,0
u_01246,48,F,tier_2,Windows,desktop_web,mid,power,snacks,outdoor,language,RU,229,1
u_01247,22,M,tier_1,Android,mobile_app,low,new,furniture,cycling,delivery,RU,781,0
u_01248,32,F,tier_2,Android,mobile_app,high,casual,language,fragrance,cycling,RU,784,0
u_01249,36,M,tier_1,Android,mobile_web,low,active,design,accessories,outdoor,RU,314,0
u_01250,43,M,tier_1,Windows,desktop_web,mid,new,accessories,wearables,outdoor,RU,945,0
u_01251,33,M,tier_1,Windows,desktop_web,mid,new,healthy,laptops,insurance,RU,372,1
u_01252,36,M,tier_2,iOS,mobile_app,high,casual,investing,cycling,language,RU,798,1
u_01253,39,F,tier_1,Android,mobile_app,mid,power,fitness,garden,appliances,RU,186,1
u_01254,56,F,tier_1,Android,mobile_app,mid,power,wallets,books,wellness,RU,926,0
u_01255,38,M,tier_2,Windows,desktop_web,high,active,laptops,wallets,audio,RU,257,0
u_01256,18,F,tier_1,Android,mobile_app,low,active,fitness,casual,design,RU,891,0
u_01257,23,M,tier_2,Android,mobile_app,mid,active,business,snacks,garden,RU,997,0
u_01258,36,M,tier_1,Windows,desktop_web,mid,power,business,wearables,haircare,RU,1015,0
u_01259,18,M,tier_2,Windows,desktop_web,mid,active,hotels,appliances,luxury,RU,588,0
u_01260,27,F,tier_3,Android,mobile_app,mid,casual,luxury,football,accessories,RU,116,0
u_01261,48,M,tier_2,Android,mobile_app,mid,active,coffee,events,wallets,RU,755,1
u_01262,35,M,tier_1,Android,mobile_web,low,casual,outdoor,luxury,casual,RU,434,1
u_01263,45,M,tier_3,Android,mobile_app,mid,active,school,laptops,streaming,RU,201,0
u_01264,22,F,tier_2,iOS,mobile_app,low,active,school,wearables,sportswear,RU,538,0
u_01265,30,U,tier_1,Android,mobile_web,high,power,luxury,laptops,delivery,RU,665,1
u_01266,18,M,tier_1,Android,mobile_app,mid,casual,cycling,coffee,appliances,RU,77,0
u_01267,18,F,tier_1,iOS,mobile_app,mid,new,gaming,haircare,smartphones,RU,331,1
u_01268,26,F,tier_2,iOS,mobile_web,low,power,skincare,snacks,healthy,RU,673,0
u_01269,28,F,tier_1,iOS,mobile_app,mid,power,wearables,accessories,cycling,RU,545,1
u_01270,25,F,tier_3,iOS,mobile_app,high,active,flights,fitness,books,RU,517,0
u_01271,32,F,tier_3,Windows,desktop_web,mid,active,audio,cards,events,RU,133,0
u_01272,24,M,tier_2,Android,mobile_app,high,casual,shoes,skincare,garden,RU,517,0
u_01273,51,F,tier_1,Windows,desktop_web,mid,casual,fragrance,insurance,makeup,RU,73,0
u_01274,25,M,tier_1,iOS,mobile_app,high,new,running,audio,insurance,RU,374,0
u_01275,49,M,tier_2,macOS,desktop_web,mid,active,repair,cards,car_rental,RU,299,0
u_01276,26,M,tier_2,Windows,desktop_web,high,active,furniture,football,repair,RU,168,0
u_01277,31,F,tier_1,Android,mobile_app,high,active,garden,fitness,wearables,RU,858,0
u_01278,49,M,tier_1,Android,mobile_app,mid,power,flights,decor,healthy,RU,809,0
u_01279,24,M,tier_3,Android,mobile_app,low,casual,cycling,healthy,events,RU,187,0
u_01280,33,F,tier_3,Android,mobile_app,mid,active,furniture,cards,snacks,RU,280,0
u_01281,22,F,tier_1,Android,mobile_web,mid,casual,fitness,loans,coffee,RU,426,0
u_01282,33,F,tier_1,Android,mobile_app,high,casual,loans,accessories,hotels,RU,418,0
u_01283,45,M,tier_3,Windows,desktop_web,high,new,healthy,hotels,makeup,RU,543,0
u_01284,40,U,tier_2,Android,mobile_app,low,new,school,fitness,makeup,RU,958,0
u_01285,46,F,tier_1,iOS,mobile_app,mid,active,gaming,audio,wearables,RU,595,0
u_01286,30,F,tier_1,Windows,desktop_web,high,active,snacks,audio,cycling,RU,36,0
u_01287,40,M,tier_1,Android,mobile_app,mid,casual,garden,repair,decor,RU,932,0
u_01288,39,F,tier_1,Android,mobile_app,mid,active,delivery,wallets,snacks,RU,754,0
u_01289,32,M,tier_1,Android,mobile_app,high,active,luxury,casual,flights,RU,800,0
u_01290,22,M,tier_2,iOS,mobile_app,low,new,flights,cycling,car_rental,RU,889,0
u_01291,48,F,tier_3,Android,mobile_app,high,casual,business,accessories,music,RU,556,0
u_01292,51,F,tier_2,iOS,mobile_web,low,active,school,fragrance,loans,RU,977,0
u_01293,27,F,tier_2,Windows,desktop_web,mid,casual,streaming,wearables,repair,RU,611,0
u_01294,59,F,tier_1,Android,mobile_app,mid,casual,streaming,insurance,restaurants,RU,704,0
u_01295,21,F,tier_3,Android,mobile_app,mid,new,streaming,laptops,wallets,RU,329,0
u_01296,34,M,tier_1,Android,mobile_app,mid,casual,investing,restaurants,weekend_trips,RU,274,0
u_01297,47,U,tier_2,iOS,mobile_web,mid,active,healthy,audio,wallets,RU,1052,0
u_01298,32,F,tier_1,macOS,desktop_web,low,active,gaming,hotels,sportswear,RU,248,0
u_01299,26,M,tier_1,iOS,mobile_app,high,casual,coding,car_rental,delivery,RU,443,0
u_01300,22,M,tier_1,iOS,mobile_app,mid,power,music,coffee,insurance,RU,14,0
u_01301,31,U,tier_3,Android,mobile_web,low,active,wearables,events,casual,RU,1010,0
u_01302,21,F,tier_2,Windows,desktop_web,mid,casual,coffee,accessories,wellness,RU,884,0
